File_Name,Internal_Sample_Name,type,r2r_event,Cruise,Depth (m),Amount Filtered (L),Niskin Bottle,Dmix Concentration,Lat,Lon,Cast
QE014563.mzXML,EXPORTS2_PQC_19,QC,NA,NA,NA,NA,NA,NA,NA,NA,NA
QE014564.mzXML,JC214_46,CTD,jc214-SE-20210511.1543.001,JC214,35,1,19,1x,49.0195,-15.0185,14
QE014565.mzXML,SG2105_40,CTD,20210513.1415.001,SG2105,330,2,9,1x,49.1033,-14.7485,10
QE014566.mzXML,SG2105_39,CTD,20210513.1415.001,SG2105,75,1,14,1x,49.1033,-14.7485,10
QE014567.mzXML,SG2105_37,CTD,20210513.1415.001,SG2105,5,1,24,1x,49.1033,-14.7485,10
QE014568.mzXML,SG2105_34,CTD,20210512.1111.001,SG2105,400,2,9,1x,49.1063,-14.9967,9
QE014569.mzXML,EXPORTS2_PQC_20,QC,NA,NA,NA,NA,NA,NA,NA,NA,NA
QE014570.mzXML,SG2105_33,CTD,20210512.1111.001,SG2105,75,1,14,1x,49.1063,-14.9967,9
QE014571.mzXML,SG2105_31,CTD,20210512.1111.001,SG2105,5,1,24,1x,49.1063,-14.9967,9
QE014572.mzXML,SG2105_MilliQ_Blank1,blank,NA,SG2105,NA,NA,NA,1x,NA,NA,NA
QE014573.mzXML,SG2105_MilliQ_Blank2,blank,NA,SG2105,NA,NA,NA,1x,NA,NA,NA
QE014574.mzXML,SG2105_FT_10,Flowthrough,NA,SG2105,0,NA,NA,1x,NA,NA,NA
QE014575.mzXML,EXPORTS2_PQC_21,QC,NA,NA,NA,NA,NA,NA,NA,NA,NA
QE014576.mzXML,SG2105_FT_12,Flowthrough,NA,SG2105,0,NA,NA,1x,NA,NA,NA
QE014577.mzXML,SG2105_FT_6,Flowthrough,NA,SG2105,0,NA,NA,1x,NA,NA,NA
QE014578.mzXML,SG2105_FT_1,Flowthrough,NA,SG2105,0,NA,NA,1x,NA,NA,NA
QE014579.mzXML,SG2105_32,CTD,20210512.1111.001,SG2105,20,1,19,1x,49.1063,-14.9967,9
QE014580.mzXML,SG2105_FT_17,Flowthrough,NA,SG2105,0,NA,NA,1x,NA,NA,NA
QE014581.mzXML,EXPORTS2_PQC_22,QC,NA,NA,NA,NA,NA,NA,NA,NA,NA
QE014582.mzXML,SG2105_FT_11,Flowthrough,NA,SG2105,0,NA,NA,1x,NA,NA,NA
QE014583.mzXML,SG2105_FT_14,Flowthrough,NA,SG2105,0,NA,NA,1x,NA,NA,NA
QE014584.mzXML,SG2105_FT_15,Flowthrough,NA,SG2105,0,NA,NA,1x,NA,NA,NA
QE014585.mzXML,SG2105_FT_5,Flowthrough,NA,SG2105,0,NA,NA,1x,NA,NA,NA
QE014586.mzXML,SG2105_FT_7,Flowthrough,NA,SG2105,0,NA,NA,1x,NA,NA,NA
QE014587.mzXML,EXPORTS2_PQC_23,QC,NA,NA,NA,NA,NA,NA,NA,NA,NA
QE014588.mzXML,SG2105_FT_18,Flowthrough,NA,SG2105,0,NA,NA,1x,NA,NA,NA
QE014589.mzXML,SG2105_Planktoscope_4,Planktoscope,NA,SG2105,400,Consentrated from 4L,NA,1x,NA,NA,NA
QE014590.mzXML,SG2105_Planktoscope_3,Planktoscope,NA,SG2105,200,Consentrated from 2L,NA,1x,NA,NA,NA
QE014591.mzXML,SG2105_Planktoscope_1,Planktoscope,NA,SG2105,NA,NA,NA,1x,NA,NA,NA
QE014592.mzXML,SG2105_FT_13,Flowthrough,NA,SG2105,0,NA,NA,1x,NA,NA,NA
QE014593.mzXML,EXPORTS2_PQC_24,QC,NA,NA,NA,NA,NA,NA,NA,NA,NA
QE014594.mzXML,SG2105_FT_22,Flowthrough,NA,SG2105,0,NA,NA,1x,NA,NA,NA
QE014595.mzXML,SG2105_38,CTD,20210513.1415.001,SG2105,35,1,19,1x,49.1033,-14.7485,10
QE014596.mzXML,SG2105_Planktoscope_2,Planktoscope,NA,SG2105,50,Consentrated from 1L,NA,1x,NA,NA,NA
QE014597.mzXML,SG2105_GOOP_3A,Goop,NA,SG2105,NA,NA,NA,1x,NA,NA,NA
QE014598.mzXML,SG2105_9,CTD,20210507.0144.001,SG2105,75,1,14,1x,48.965,-14.9412,4
QE014599.mzXML,EXPORTS2_PQC_25,QC,NA,NA,NA,NA,NA,NA,NA,NA,NA
QE014600.mzXML,SG2105_FT_19,Flowthrough,NA,SG2105,0,NA,NA,1x,NA,NA,NA
QE014601.mzXML,SG2105_SG1_Muck,Goop,NA,SG2105,NA,NA,NA,1x,NA,NA,NA
QE014602.mzXML,SG2105_GOOP_2A,Goop,NA,SG2105,NA,NA,NA,1x,NA,NA,NA
QE014603.mzXML,SG2105_66,CTD,20210519.0301.001,SG2105,130,1,14,1x,49.0743,-14.9973,13
QE014604.mzXML,SG2105_56,CTD,20210518.1819.001,SG2105,75,1,19,1x,48.9518,-14.806,12
QE014605.mzXML,EXPORTS2_PQC_26,QC,NA,NA,NA,NA,NA,NA,NA,NA,NA
QE014606.mzXML,SG2105_13,CTD,20210507.1435.001,SG2105,5,1,24,1x,48.9215,-14.9568,6
QE014607.mzXML,SG2105_FT_21,Flowthrough,NA,SG2105,0,NA,NA,1x,NA,NA,NA
QE014608.mzXML,SG2105_63,CTD,20210519.0301.001,SG2105,35,1,22,1x,49.0743,-14.9973,13
QE014609.mzXML,SG2105_FT_4,Flowthrough,NA,SG2105,0,NA,NA,1x,NA,NA,NA
QE014610.mzXML,SG2105_GOOP_2B,Goop,NA,SG2105,NA,NA,NA,1x,NA,NA,NA
QE014611.mzXML,EXPORTS2_PQC_27,QC,NA,NA,NA,NA,NA,NA,NA,NA,NA
QE014612.mzXML,SG2105_MilliQ_Blank_5,blank,NA,SG2105,NA,NA,NA,1x,NA,NA,NA
QE014613.mzXML,SG2105_FT_8,Flowthrough,NA,SG2105,0,NA,NA,1x,NA,NA,NA
QE014614.mzXML,SG2105_28,CTD,20210511.2017.001,SG2105,400,1,9,1x,49.0052,-15.0265,8
QE014615.mzXML,SG2105_4,CTD,20210505.2254.001,SG2105,50,1,17,1x,48.4152,-15.0147,3
QE014616.mzXML,SG2105_FT_2,Flowthrough,NA,SG2105,0,NA,NA,1x,NA,NA,NA
QE014617.mzXML,EXPORTS2_PQC_28,QC,NA,NA,NA,NA,NA,NA,NA,NA,NA
QE014618.mzXML,SG2105_MilliQ_Blank_3,blank,NA,SG2105,NA,NA,NA,1x,NA,NA,NA
QE014619.mzXML,SG2105_FT_20,Flowthrough,NA,SG2105,0,NA,NA,1x,NA,NA,NA
QE014620.mzXML,SG2105_SG1_Muck,Goop,NA,SG2105,NA,NA,NA,1x,NA,NA,NA
QE014621.mzXML,SG2105_23,CTD,20210511.1242.001,SG2105,65,1,15,1x,48.9263,-16.2542,7
QE014622.mzXML,SG2105_7,CTD,20210507.0144.001,SG2105,5,1,24,1x,48.965,-14.9412,4
QE014623.mzXML,EXPORTS2_PQC_29,QC,NA,NA,NA,NA,NA,NA,NA,NA,NA
QE014624.mzXML,SG2105_61,CTD,20210519.0301.001,SG2105,5,1,24,1x,49.0743,-14.9973,13
QE014625.mzXML,SG2105_8,CTD,20210507.0144.001,SG2105,35,1,19,1x,48.965,-14.9412,4
QE014626.mzXML,SG2105_5,CTD,20210505.2254.001,SG2105,60,1,15,1x,48.4152,-15.0147,3
QE014627.mzXML,SG2105_10,CTD,20210507.0144.001,SG2105,400,2,9,1x,48.965,-14.9412,4
QE014628.mzXML,"SG2105_15 - wrong vial position, ran 10 twice",CTD,NA,SG2105,NA,NA,NA,1x,NA,NA,NA
QE014629.mzXML,SG2105_15,CTD,20210507.1435.001,SG2105,75,1,14,1x,48.9215,-14.9568,6
QE014630.mzXML,EXPORTS2_PQC_31,QC,NA,NA,NA,NA,NA,NA,NA,NA,NA
QE014631.mzXML,SG2105_65,CTD,20210519.0301.001,SG2105,75,1,18,1x,49.0743,-14.9973,13
QE014632.mzXML,SG2105_GOOP_3B,Goop,NA,SG2105,NA,NA,NA,1x,NA,NA,NA
QE014633.mzXML,SG2105_FT_3,Flowthrough,NA,SG2105,0,NA,NA,1x,NA,NA,NA
QE014634.mzXML,SG2105_6,CTD,20210505.2254.001,SG2105,75,1,13,1x,48.4152,-15.0147,3
QE014635.mzXML,SG2105_3,CTD,20210505.2254.001,SG2105,35,1,19,1x,48.4152,-15.0147,3
QE014636.mzXML,EXPORTS2_PQC_32,QC,NA,NA,NA,NA,NA,NA,NA,NA,NA
QE014637.mzXML,SG2105_FT_24,Flowthrough,NA,SG2105,0,NA,NA,1x,NA,NA,NA
QE014639.mzXML,SG2105_67,CTD,20210519.0301.001,SG2105,200,1,10,1x,49.0743,-14.9973,13
QE014640.mzXML,SG2105_1,CTD,20210505.2254.001,SG2105,5,1,23,1x,48.4152,-15.0147,3
QE014641.mzXML,SG2105_16,CTD,20210507.1435.001,SG2105,330,1,9,1x,48.9215,-14.9568,6
QE014642.mzXML,EXPORTS2_PQC_33,QC,NA,NA,NA,NA,NA,NA,NA,NA,NA
QE014644.mzXML,SG2105_52,CTD,20210518.1819.001,SG2105,5,1,24,1x,48.9518,-14.806,12
QE014645.mzXML,SG2105_57,CTD,20210518.1819.001,SG2105,125,1,17,1x,48.9518,-14.806,12
QE014647.mzXML,SG2105_MilliQ_Blank_4,blank,NA,SG2105,NA,NA,NA,1x,NA,NA,NA
QE014648.mzXML,EXPORTS2_PQC_34,QC,NA,NA,NA,NA,NA,NA,NA,NA,NA
QE014649.mzXML,SG2105_68,CTD,20210519.0301.001,SG2105,330,2,5,1x,49.0743,-14.9973,13
QE014651.mzXML,SG2105_62,CTD,20210519.0301.001,SG2105,20,1,23,1x,49.0743,-14.9973,13
QE014652.mzXML,SG2105_64,CTD,20210519.0301.001,SG2105,65,1,19,1x,49.0743,-14.9973,13
QE014653.mzXML,JC214_49,CTD,jc214-SE-20210513.1530.001,JC214,500,1,1,10x,49.1038,-14.7548,24
QE014654.mzXML,EXPORTS2_PQC_35,QC,NA,NA,NA,NA,NA,NA,NA,NA,NA
QE014655.mzXML,SG2105_2,CTD,20210505.2254.001,SG2105,20,1,21,1x,48.4152,-15.0147,3
QE014657.mzXML,SG2105_54,CTD,20210518.1819.001,SG2105,35,1,22,1x,48.9518,-14.806,12
QE014660.mzXML,EXPORTS2_PQC_36,QC,NA,NA,NA,NA,NA,NA,NA,NA,NA
QE014661.mzXML,SG2105_14,CTD,20210507.1435.001,SG2105,35,1,19,1x,48.9215,-14.9568,6
QE014663.mzXML,SG2105_FT_23,Flowthrough,NA,SG2105,0,NA,NA,1x,NA,NA,NA
QE014664.mzXML,SG2105_55,CTD,20210518.1819.001,SG2105,65,1,20,1x,48.9518,-14.806,12
QE014665.mzXML,SG2105_53,CTD,20210518.1819.001,SG2105,20,1,23,1x,48.9518,-14.806,12
QE014666.mzXML,EXPORTS2_PQC_37,QC,NA,NA,NA,NA,NA,NA,NA,NA,NA
QE014667.mzXML,JC214_172,CTD,jc214-SE-20210526.1714.001,JC214,115,1,11,1x,48.74,-14.8723,56
QE014668.mzXML,JC214_171,CTD,jc214-SE-20210526.1714.001,JC214,145,1,10,1x,48.74,-14.8723,56
QE014669.mzXML,JC214_169,CTD,jc214-SE-20210526.1714.001,JC214,330,1,5,1x,48.74,-14.8723,56
QE014670.mzXML,JC214_39,CTD,jc214-SE-20210511.1543.001,JC214,175,1,5,1x,49.0195,-15.0185,14
QE014671.mzXML,JC214_38,CTD,jc214-SE-20210511.1543.001,JC214,330,1,2,1x,49.0195,-15.0185,14
QE014672.mzXML,EXPORTS2_PQC_38,QC,NA,NA,NA,NA,NA,NA,NA,NA,NA
QE014673.mzXML,JC214_42,CTD,jc214-SE-20210511.1543.001,JC214,110,1,11,1x,49.0195,-15.0185,14
QE014674.mzXML,JC214_59,CTD,jc214-SE-20210513.1530.001,JC214,20,1,21,1x,49.1038,-14.7548,24
QE014675.mzXML,JC214_57,CTD,jc214-SE-20210513.1530.001,JC214,45,1,17,1x,49.1038,-14.7548,24
QE014676.mzXML,JC214_56,CTD,jc214-SE-20210513.1530.001,JC214,55,1,16,1x,49.1038,-14.7548,24
QE014677.mzXML,JC214_55,CTD,jc214-SE-20210513.1530.001,JC214,75,1,14,1x,49.1038,-14.7548,24
QE014678.mzXML,EXPORTS2_PQC_39,QC,NA,NA,NA,NA,NA,NA,NA,NA,NA
QE014679.mzXML,JC214_170,CTD,jc214-SE-20210526.1714.001,JC214,200,1,9,1x,48.74,-14.8723,56
QE014680.mzXML,JC214_58,CTD,jc214-SE-20210513.1530.001,JC214,35,1,19,1x,49.1038,-14.7548,24
QE014681.mzXML,JC214_173,CTD,jc214-SE-20210526.1714.001,JC214,100,1,13,1x,48.74,-14.8723,56
QE014682.mzXML,JC214_174,CTD,jc214-SE-20210526.1714.001,JC214,75,1,14,1x,48.74,-14.8723,56
QE014683.mzXML,JC214_175,CTD,jc214-SE-20210526.1714.001,JC214,45,1,15,1x,48.74,-14.8723,56
QE014684.mzXML,EXPORTS2_PQC_40,QC,NA,NA,NA,NA,NA,NA,NA,NA,NA
QE014685.mzXML,JC214_184,CTD,jc214-SE-20210527.1310.001,JC214,125,1,9,1x,48.7835,-14.9123,57
QE014686.mzXML,JC214_176,CTD,jc214-SE-20210526.1714.001,JC214,30,1,17,1x,48.74,-14.8723,56
QE014687.mzXML,JC214_177,CTD,jc214-SE-20210526.1714.001,JC214,22,1,21,1x,48.74,-14.8723,56
QE014688.mzXML,JC214_178,CTD,jc214-SE-20210526.1714.001,JC214,7,1,24,1x,48.74,-14.8723,56
QE014689.mzXML,JC214_FieldBlank_5/26,blank,NA,JC214,NA,NA,NA,1x,NA,NA,NA
QE014690.mzXML,EXPORTS2_PQC_41,QC,NA,NA,NA,NA,NA,NA,NA,NA,NA
QE014691.mzXML,JC214_191,CTD,jc214-SE-20210527.1310.001,JC214,5,1,23,1x,48.7835,-14.9123,57
QE014692.mzXML,JC214_182,CTD,jc214-SE-20210527.1310.001,JC214,175,1,5,1x,48.7835,-14.9123,57
QE014693.mzXML,JC214_189,CTD,jc214-SE-20210527.1310.001,JC214,35,1,19,1x,48.7835,-14.9123,57
QE014694.mzXML,JC214_185,CTD,jc214-SE-20210527.1310.001,JC214,110,1,11,1x,48.7835,-14.9123,57
QE014695.mzXML,JC214_183,CTD,jc214-SE-20210527.1310.001,JC214,150,1,7,1x,48.7835,-14.9123,57
QE014696.mzXML,EXPORTS2_PQC_42,QC,NA,NA,NA,NA,NA,NA,NA,NA,NA
QE014697.mzXML,JC214_187,CTD,jc214-SE-20210527.1310.001,JC214,75,1,14,1x,48.7835,-14.9123,57
QE014698.mzXML,JC214_186,CTD,jc214-SE-20210527.1310.001,JC214,100,1,12,1x,48.7835,-14.9123,57
QE014699.mzXML,JC214_181,CTD,jc214-SE-20210527.1310.001,JC214,330,1,2,1x,48.7835,-14.9123,57
QE014700.mzXML,JC214_188,CTD,jc214-SE-20210527.1310.001,JC214,55,1,16,1x,48.7835,-14.9123,57
QE014701.mzXML,JC214_190,CTD,jc214-SE-20210527.1310.001,JC214,20,1,21,1x,48.7835,-14.9123,57
QE014702.mzXML,EXPORTS2_PQC_43,QC,NA,NA,NA,NA,NA,NA,NA,NA,NA
QE014703.mzXML,JC214_TRAP_E1_JC7H,NBST/STT,20210506.0058.001,JC214,175,NA,NA,1x,NA,NA,NA
QE014704.mzXML,JC214_TRAP_E3_JC63H,NBST/STT,20210523.0842.001,JC214,199,NA,NA,1x,NA,NA,NA
QE014705.mzXML,JC214_TRAP_E3_JC65H,NBST/STT,20210523.0840.001,JC214,502,NA,NA,1x,NA,NA,NA
QE014706.mzXML,JC214_TRAP_E1_JC5H,NBST/STT,20210506.0058.001,JC214,75,NA,NA,1x,NA,NA,NA
QE014707.mzXML,JC214_TRAP_E1_JC8H,NBST/STT,20210506.0058.001,JC214,330,NA,NA,1x,NA,NA,NA
QE014708.mzXML,EXPORTS2_PQC_44,QC,NA,NA,NA,NA,NA,NA,NA,NA,NA
QE014709.mzXML,JC214_TRAP_E3_JC64H,NBST/STT,20210523.0841.001,JC214,330,NA,NA,1x,NA,NA,NA
QE014710.mzXML,JC214_TRAP_E3_JC66H,NBST/STT,NA,JC214,NA,NA,NA,1x,NA,NA,NA
QE014711.mzXML,JC214_TRAP_E3_JC3H,NBST/STT,20210506.0110.001,JC214,178,NA,NA,1x,NA,NA,NA
QE014712.mzXML,JC214_TRAP_E3_JC5H,NBST/STT,20210506.0058.001,JC214,NA,NA,NA,1x,NA,NA,NA
QE014713.mzXML,JC214_TRAP_E3_JC52H,NBST/STT,20210523.0836.001,JC214,95,NA,NA,1x,NA,NA,NA
QE014714.mzXML,EXPORTS2_PQC_45,QC,NA,NA,NA,NA,NA,NA,NA,NA,NA
QE014715.mzXML,JC214_TRAP_E1_JC6H,NBST/STT,20210506.0058.001,JC214,125,NA,NA,1x,NA,NA,NA
QE014716.mzXML,JC214_TRAP_E1_JC9H,NBST/STT,20210506.0058.001,JC214,500,NA,NA,1x,NA,NA,NA
QE014717.mzXML,JC214_TRAP_E1_JC1H_Blank,NBST/STT,NA,NA,NA,NA,NA,NA,NA,NA,NA
QE014718.mzXML,JC214_TRAP_E1_JC4H,NBST/STT,20210506.0111.001,JC214,177,NA,NA,1x,NA,NA,NA
QE014719.mzXML,JC214_90,CTD,jc214-SE-20210517.2134.001,JC214,110,1,10,1x,48.9403,-14.8283,34
QE014720.mzXML,EXPORTS2_PQC_46,QC,NA,NA,NA,NA,NA,NA,NA,NA,NA
QE014721.mzXML,JC214_91,CTD,jc214-SE-20210517.2134.001,JC214,95,1,12,1x,48.9403,-14.8283,34
QE014722.mzXML,JC214_88,CTD,jc214-SE-20210517.2134.001,JC214,150,1,8,1x,48.9403,-14.8283,34
